100	0.0000262500
200	0.0000550000
300	0.0000876250
400	0.0000983750
500	0.0001260000
600	0.0001396250
700	0.0001583750
800	0.0001556250
900	0.0001640000
1000	0.0001748750
1100	0.0001765000
1200	0.0001755000
1300	0.0001795000
1400	0.0001840000
1500	0.0001892500
1600	0.0001910000
1700	0.0002008750
1800	0.0002103750
1900	0.0002171250
2000	0.0002291250
2100	0.0002408750
2200	0.0002535000
2300	0.0002657500
2400	0.0002797500
2500	0.0002902500
2600	0.0003033750
2700	0.0003167500
2800	0.0003256250
2900	0.0003432500
3000	0.0003512500
3100	0.0003658750
3200	0.0003760000
3300	0.0003867500
3400	0.0004055000
3500	0.0004150000
3600	0.0004305000
3700	0.0004611250
3800	0.0004603750
3900	0.0004690000
4000	0.0004771250
4100	0.0004926250
4200	0.0005063750
4300	0.0005156250
4400	0.0005303750
4500	0.0005421250
4600	0.0005576250
4700	0.0005637500
4800	0.0005813750
4900	0.0006036250
5000	0.0006238750
5100	0.0006210000
5200	0.0006382500
5300	0.0006427500
5400	0.0006656250
5500	0.0006747500
5600	0.0006885000
5700	0.0007068750
5800	0.0007215000
5900	0.0007255000
6000	0.0007483750
6100	0.0007725000
6200	0.0007655000
6300	0.0007827500
6400	0.0007851250
6500	0.0008016250
6600	0.0008380000
6700	0.0008333750
6800	0.0008335000
6900	0.0008981250
7000	0.0008600000
7100	0.0008778750
7200	0.0009078750
7300	0.0009408750
7400	0.0009343750
7500	0.0009373750
7600	0.0009501250
7700	0.0009601250
7800	0.0010237500
7900	0.0010363750
8000	0.0010307500
8100	0.0010316250
8200	0.0010350000
8300	0.0010366250
8400	0.0010610000
8500	0.0010833750
8600	0.0011157500
8700	0.0011148750
8800	0.0011102500
8900	0.0011257500
9000	0.0011353750
9100	0.0011520000
9200	0.0011671250
9300	0.0011762500
9400	0.0012006250
9500	0.0012192500
9600	0.0012491250
9700	0.0013003750
9800	0.0014300000
9900	0.0014435000
